smiles,m/z,I
O=C(O)C1=CN(C2=CC=C(F)C=C2)C3=CC(=C(F)C=C3C1=O)N4CCN(C)CC4,"[133.0859 279.0943 285.0859 299.1007 300.1058 306.1427 334.1359 336.1591
 352.1145 354.1113 354.1471 356.1608 357.1636 362.1351 380.1469 382.1403
 383.143  384.1428 400.1503 401.1537 402.1571]","[  0.720629   0.560489   1.49949   12.156063   2.729655   1.070025
   1.142816   0.560489   0.582326   1.412142   1.062746  13.306158
   4.178192   0.582326   0.87349   17.222303   4.818751   0.604164
 100.        27.733295   3.188237]"
O=C(O)C1=CN(C2=CC=C(F)C=C2)C3=CC(=C(F)C=C3C1=O)N4CCN(C)CC4,"[149.0249 185.1088 196.101  225.0806 227.0567 241.0762 242.0745 264.1032
 268.082  269.0917 278.1108 278.1259 279.0922 280.1275 281.0882 282.0567
 285.0858 291.1223 292.0927 297.0855 299.1011 300.1045 301.1099 305.0771
 305.1378 306.0717 306.1055 306.1426 307.108  307.1444 311.0872 311.0994
 313.1194 324.0809 324.1176 325.0784 326.1483 329.0748 334.1022 334.1381
 335.105  335.1375 336.1549 337.0982 338.1493 339.0826 339.1603 340.0865
 343.092  352.1111 354.1084 354.1445 355.1073 356.1596 362.1323 380.1449
 381.1473 382.1399 383.1453 384.1443 400.1501 401.1519]","[  1.177693   2.551668   1.027595   0.969865   1.016049   0.992957
   1.616442   0.865951   0.865951   0.877497   1.789632   0.992957
   1.951276   0.923681   1.166147   1.639534   3.336797   1.685718
   0.935227   0.935227  32.721395   6.16557    1.016049   1.177693
   1.350883   1.108417   3.775546  12.700612   1.016049   2.747951
   2.020552   1.408613   0.900589   1.281607   2.101374   1.420159
   1.420159   1.154601   1.951276   4.895509   0.969865   1.270061
   1.096871   1.108417   1.016049   3.071239   0.912135   1.685718
   1.119963   2.597852   5.380441   2.020552   1.604896   2.909595
   2.136012   3.660085   1.062233  20.147789   5.611361   1.143055
 100.        29.153677]"
O=C(O)C1=CN(C2=CC=C(F)C=C2)C3=CC(=C(F)C=C3C1=O)N4CCN(C)CC4,"[144.0826 185.1084 186.1122 191.1002 196.0996 201.0507 203.0645 209.0638
 222.0747 223.0742 225.0858 227.0563 228.0632 229.0715 230.0751 236.0572
 236.0747 236.0872 237.0816 238.064  240.0622 241.0715 242.0785 243.0715
 248.0754 249.0853 250.0877 251.0983 254.0792 255.0744 256.0577 257.0628
 257.0928 261.0869 262.0903 263.0993 264.0448 264.1041 265.0797 265.1113
 268.0823 269.09   270.0978 271.0833 271.0958 277.0751 277.1049 278.0789
 278.1109 279.0975 280.1237 281.0882 282.0594 283.0705 283.1025 284.0536
 284.0773 285.0871 290.1115 291.0804 291.0943 291.1176 292.0858 297.0861
 298.0896 299.1004 300.1041 302.0636 304.1286 305.0771 305.1037 305.1341
 306.0696 306.1054 306.1421 307.1075 307.1451 311.0706 311.0862 312.0658
 312.1004 319.0803 319.0932 323.0855 324.0839 324.1167 325.0826 326.111
 326.1503 329.0759 334.0976 334.139  335.1079 337.0844 338.0804 338.1478
 339.085  339.1199 340.0853 343.0917 352.0928 352.1108 353.0955 353.1081
 354.1062 354.138  362.1324 380.1368 382.1405 383.1442 400.1513 401.1536]","[  5.699722  43.327155   7.970343   5.097312  11.306766   6.765524
   4.355885   7.645968  10.518999   4.402224   5.097312   8.850788
   9.175162   7.043559   4.309546   3.660797   4.216867   5.143652
   7.738647   3.938832   5.607044  15.291937  16.126043   3.47544
   4.958295  13.067655   9.545876  14.504171   4.124189  11.167748
  10.518999   7.043559   5.004634   6.441149   5.143652  21.177016
   3.985171  11.214087   4.07785    8.016682   4.402224  16.404078
  12.78962    4.355885   3.846154   6.39481    7.275255   4.911956
  19.138091  12.882298   7.136237   5.699722   6.719184   7.089898
   8.016682   4.911956   5.189991  11.02873    9.31418    9.731233
   9.453197  14.735867   3.614458  10.101946   3.799815  74.235403
  16.357739   8.433735   3.707136   7.784986   3.753475  11.445783
   6.070436  20.898981  42.307692   3.660797  15.569972   5.050973
  13.253012   3.614458   3.660797   5.699722   6.024096   4.865616
   7.460612   8.341057   7.784986   4.494903   7.877665  14.921223
   8.248378   8.758109   3.568119   4.309546   4.263207   8.341057
  15.70899    3.753475   5.004634  10.148285   6.302132   4.541242
   3.660797   4.07785   10.379981   5.050973   9.221501   4.448563
  24.050046   4.819277 100.        24.142725]"
O=C(O)C1=CN(C2=CC=C(F)C=C2)C3=CC(=C(F)C=C3C1=O)N4CCN(C)CC4,[356.1637 382.1397 400.1509 401.1538 402.1561],[  1.07327    0.726781 100.        29.41773    3.980394]
O=C(O)C1=CN(C2=CC(=C(F)C=C2C1=O)N3CCN(CC)CC3)C4CC4,"[ 58.0648  70.0649  72.0804  82.0651  84.0807  86.097  203.062  204.07
 231.0942 233.072  245.1096 246.1122 255.0569 257.1078 258.0684 261.1042
 262.1074 277.0639 285.1284 286.0997 287.1003 288.1527 301.1224 304.1116
 314.1318 314.167  315.1713 316.1839 317.187  318.1628 319.166  320.1052
 340.147  341.1499 342.1633 343.1658 358.1585 359.1617 360.1741 361.1773
 362.1529 362.1765 363.1497]","[  0.973711   2.061721  11.697556   1.205203   2.067509   0.71473
   2.271511   3.032539   1.892443   0.620687  21.780459   3.052795
   0.698815   0.843497   0.638049   9.964263   0.616346   0.570048
   0.633708   4.922089   0.693028   0.818901   0.504941   0.604772
   0.538218   2.614407   0.52809   42.383205   8.935573  12.483181
   1.388949   1.608866   5.979716   1.348438  11.069636   2.407512
  48.190749  12.954845 100.        24.422356   5.999971   1.930061
   3.608374]"
O=C(O)C1=CN(C2=CC(=C(F)C=C2C1=O)N3CCN(CC)CC3)C4CC4,"[136.0548 176.0726 178.0293 179.0377 185.0721 189.0463 189.0834 191.0607
 192.0459 193.0392 199.048  202.0669 203.0614 204.0457 204.0692 205.041
 205.0748 216.0697 217.0412 217.0781 217.1155 218.0477 219.0567 220.0641
 221.0713 229.0768 230.0499 231.0557 231.0914 233.0701 234.0834 235.0511
 243.0564 243.0918 244.0643 245.0725 245.1085 246.113  247.0869 254.0548
 255.0566 256.062  257.1101 258.067  261.1036 262.1065 271.0874 285.129
 286.0984 287.1019 300.1155 301.0878 301.1231 304.1075 314.1364 314.1657
 316.1513 316.1829 318.1627 340.1462 341.1511 342.1617 343.1649 344.1425
 358.1563 359.1606 360.1719 361.1766 362.1527 363.1494]","[  2.083333   2.06422    1.777523   1.911315   1.567278   3.15367
   2.675841   1.892202   1.777523   2.045107   1.911315   1.567278
   9.002294   2.293578  10.894495   6.55581    5.772171   2.102446
   2.943425   2.389144   1.529052   4.529817   8.964067   1.930428
  10.607798   2.962538   2.236239   1.471713   5.867737   3.344801
   1.529052   1.567278   3.765291   1.720183   1.739297   2.943425
  42.737003   7.014526   3.555046   1.490826  18.272171   4.376911
   1.70107    3.249235 100.         7.396789   1.471713   1.968654
  43.119266   6.957187   4.644495   2.255352   3.574159   1.529052
   1.471713   3.631498   2.503823   7.071865   7.110092  20.298165
   5.791284  23.566514   2.886086   2.962538  65.691896  18.348624
  60.703364   9.002294   6.135321   1.930428]"
O=C(O)C1=CN(C2=CC(=C(F)C=C2C1=O)N3CCN(CC)CC3)C4CC4,"[122.0407 135.0469 136.0555 148.057  150.0339 154.066  156.0679 160.0552
 161.0493 164.0498 169.075  171.0532 172.0552 174.0715 175.0659 176.0749
 178.0291 179.0381 180.0456 184.0617 185.0709 187.069  188.0516 189.0466
 189.0809 190.0527 192.0466 193.0411 199.0507 199.0656 200.0538 201.0582
 202.0319 202.0668 203.0357 203.0613 204.0445 204.0693 205.0414 205.0774
 213.0646 214.0892 215.0249 215.0587 216.031  216.0693 217.0405 217.0751
 218.0495 219.056  220.0676 221.0726 222.0799 225.1021 227.0636 229.0774
 230.0448 230.0868 231.0558 231.0928 233.0729 235.0505 243.0564 243.0928
 244.0567 245.0746 245.1086 246.1128 247.088  253.1235 255.0565 256.0601
 257.0696 258.0687 259.0826 261.1033 262.1093 271.0745 273.0687 286.0989
 287.1023 288.1088 300.1137 340.1477 342.1612 358.1567 359.1606 360.1744]","[  6.370544   7.481005   8.29924    4.850964   6.721216   5.260082
   5.669199   5.552309   5.0263     4.967855   4.441847   5.844535
   6.954997   6.253653   6.721216  15.312683  13.559322  18.819404
   4.90941    6.54588    5.844535   6.195207   6.954997  19.228521
   5.435418   9.643483   9.117475  12.857978  10.929281   5.260082
   6.838106   5.669199   4.383402   9.000584   6.253653  45.353594
   8.766803  31.034483  33.664524  25.482174   4.734074   5.610754
  18.702513   6.954997   6.253653  11.396844  32.378726   8.065459
  20.572764  40.794857   8.942139  53.945061   7.247224   4.734074
   6.078317  14.08533    4.90941   11.163063   9.351257  13.734658
   7.305669   8.942139  37.872589   4.617183   5.318527   9.643483
  42.372881   9.05903   10.578609   5.143191  88.720047  20.105202
   7.071888  18.176505   5.669199  82.758621   4.967855  15.312683
   5.0263   100.        15.371128   4.383402  12.507306  12.273524
   4.441847  28.112215  11.513735  17.533606]"
O=C(O)C1=CN2C=3C(=CC(F)=CC3CCC2C)C1=O,"[ 60.0558 174.0356 202.0307 203.033  220.042  221.0451 238.0574 239.059
 244.078  245.0815 262.0896 263.0965 264.0988]","[  0.880849   0.724543   5.867987   0.968771   5.11902    0.949233
  12.616822   1.346511  33.130353   4.254453 100.        20.031587
   1.597252]"
O=C(O)C1=CN2C=3C(=CC(F)=CC3CCC2C)C1=O,"[126.0332 144.0426 146.0395 148.0553 154.0392 174.0343 175.0384 176.0869
 192.0455 200.0876 202.0296 203.0331 216.0469 216.0817 220.04   221.0439
 238.0508 239.0538 244.0765 245.0798 262.0875 263.0909]","[  1.425791   0.503469   4.374683   0.782704   2.212726  22.288035
   2.0308     1.16771    0.689626   0.727704 100.         7.827043
   0.550008   0.60924   77.297343   5.969707  39.541378   2.665426
  23.146895   2.902352  31.168556   3.046201]"
O=C(O)C1=CN2C=3C(=CC(F)=CC3CCC2C)C1=O,"[116.0491 119.0293 120.0354 126.0331 127.0373 133.0443 144.0431 146.0395
 147.0451 148.0542 154.0392 155.0424 158.0395 159.0466 160.0375 161.0623
 164.0497 172.0391 172.0551 173.0614 174.0344 175.0374 176.0488 176.0878
 187.0428 188.051  192.0451 200.0494 200.0874 202.0294 203.0335 220.0401
 221.0443 232.04   238.0506 239.0546 244.0755 262.0881]","[  0.70812    1.618559   0.789048  15.740491   1.510656   0.903696
   4.504991  44.746426   5.11195    1.665767  28.972215   1.679255
   0.937416   1.132992   0.620448   1.038576   3.028055   0.519288
   1.746695   0.627192 100.         6.838414   0.950904   0.57324
   0.532776   0.5058     2.528999   1.652279   0.789048  97.585649
   7.701646  67.466954   6.049366   0.714864  35.196925   3.351767
   2.340167   4.012679]"
O=C(O)C1=CN2C3=C(OCN2C)C(=C(F)C=C3C1=O)N4CCN(C)CC4,"[ 70.0647  72.0808 149.0241 192.0446 204.0448 205.0422 206.0444 213.0673
 219.0565 233.0729 248.0343 249.0334 261.1042 262.1042 274.0679 276.1155
 277.0634 278.0681 318.1624 319.1697 320.1064 321.1092 345.1411 361.1513
 363.1499 364.1532 365.1623]","[ 16.886286  94.582723   4.148365   8.931186   6.637384  17.95998
   3.953148   3.904344   6.344558  17.179112   4.148365   7.027818
  21.229868   6.58858    3.660322   7.857491  23.377257   5.075647
  23.035627   5.124451  70.424597  12.103465   7.027818   6.539776
 100.        26.256711   6.24695 ]"
O=C(O)C1=CN(C2=CC(=C(F)C=C2C1=O)N3CCNCC3)CC,"[205.0763 219.0927 231.0558 233.1084 249.0662 256.1421 272.1033 274.136
 276.1507 277.1537 282.1231 292.1093 300.1353 301.1373 302.1291 303.1296
 304.1096 320.1414 321.1444 322.1221 322.1471]","[  0.798034   0.726687   2.695347   4.650794   0.790106   0.615702
   0.512644   0.502074   4.693074   0.922231   0.967154   0.618344
   4.732711   1.141559   8.672674   1.754618   0.795391 100.
  19.189811   1.041144   1.617208]"
O=C(O)C1=CN(C2=CC(=C(F)C=C2C1=O)N3CCNCC3)CC,"[163.0673 171.0903 176.0738 179.0993 189.082  198.1026 203.0615 204.0693
 204.1056 205.0776 205.1096 211.1108 219.0923 226.0975 226.1361 231.0562
 232.0596 233.1092 249.0677 253.0853 254.0932 254.1284 259.0873 263.0834
 272.103  273.1084 274.0998 274.136  282.1245 283.1284 292.1093 300.135
 301.1378 302.1292 303.134  320.1403 321.1438]","[  1.37457    1.269984   1.494098   1.643508   3.615718   1.180338
   2.868669   1.688331   9.920813   3.466308   1.479157   2.644554
   1.255043   2.88361    2.28597   48.991484   6.260272   3.570895
   2.868669   2.046915   3.660541   2.928433   1.359629   1.643508
   6.305095   1.120574   3.212311   2.450321   7.096967   1.329747
   3.331839  15.568504   2.689377  29.777379   4.40759  100.
  13.118183]"
O=C(O)C1=CN(C2=CC(=C(F)C=C2C1=O)N3CCNCC3)CC,"[136.0555 148.0553 152.0755 161.0509 161.062  162.0694 163.0648 165.082
 171.091  174.0582 175.0655 176.0733 177.0797 179.0609 179.0956 187.0654
 188.0386 189.0816 190.0874 197.0932 198.0654 198.103  203.0613 203.0975
 204.0671 204.1055 205.0742 205.1097 211.1113 217.0417 217.0764 219.089
 225.0867 226.0982 226.1331 231.0559 232.0598 233.0626 235.0513 244.0712
 245.072  249.067  253.0857 254.092  254.1295 258.1396 259.0848 263.0836
 272.1026 274.0987 274.1368 282.1236 292.1095 300.1347 301.1378 302.1291
 320.1413 321.1444]","[  1.678766   2.434967   1.603146   1.799758   2.07199    1.225045
   2.888687   2.162734   1.966122   1.209921   3.38778    8.711434
   1.300665   1.572898   1.361162   1.134301   1.784634  22.670901
   2.601331   1.92075    1.512402   2.283727   8.817302   2.964307
   2.631579  18.738657   2.208106   2.434967   3.61464    1.905626
   1.164549   1.255293   1.300665   3.342408   1.149425 100.
  11.584997   1.572898   1.330913   1.648518   1.799758   6.140351
   1.194797   4.143981   2.056866   1.179673   1.149425   1.240169
   4.189353   1.54265    1.285541   1.830006   4.280097   4.249849
   1.164549   5.15729   11.116152   1.76951 ]"
O=C(O)C1=CN2C3=C(OCC2C)C(=C(F)C=C3C1=O)N4CCN(C)CC4,"[ 56.0488  57.0564  58.0649  70.0647  71.0702  72.0803  84.0808  85.0762
  85.0879 164.0516 178.0298 179.0381 192.0449 194.0243 199.0522 203.0612
 204.0452 205.0414 205.0783 206.0602 213.0659 219.0571 220.062  221.0719
 222.0754 231.0581 233.0722 234.0762 241.0952 245.0713 245.1079 247.0876
 249.0317 261.105  262.1072 263.1091 270.1225 273.1042 274.1033 275.1197
 276.1164 277.063  278.0663 287.0728 298.154  301.1204 302.0938 314.1182
 316.1075 316.1461 317.1479 318.1633 319.1656 320.1054 320.1677 321.1085
 344.1429 345.139  360.1736 362.1535 364.1516 365.1542]","[  1.109911   0.793326   4.413572  15.706358   0.629446  98.111662
   1.225372   0.573578   0.629446   0.785877   0.763529   0.540057
   2.093188   0.506537   0.581027   0.510261   1.121085   4.305561
   1.582927   0.893888   0.655518   2.964729   1.1993     4.10816
   0.51771    0.528884   6.10451    1.061492   1.288689   0.692763
   0.692763   3.001974   1.180677  90.610451  14.898134   1.348281
   1.005624   1.344557   0.55868    0.689039   3.437744   7.516109
   1.255168   0.726284   0.845469   0.819397   0.804499   0.528884
   0.908786   6.03002    1.165779 100.        23.039964  19.427167
   1.471191   3.326008   2.35763    2.856717   2.972178  60.076725
   6.640843   0.621997]"
O=C(O)C1=CN(C2=CC=3OCOC3C=C2C1=O)CC,"[ 60.0554 146.0596 148.0394 158.0604 160.0396 172.0384 188.0347 188.0697
 200.0705 215.0215 216.0302 216.0673 233.0337 234.0413 244.0616 245.0645
 262.0725 263.0765 264.0773]","[  0.994289   0.640635   0.600052   0.936313   0.698611   0.547874
   0.837754   0.640635   0.9682     0.753689   2.046555   2.127721
   0.62904    5.046816  15.740499   2.353828 100.        16.085457
   1.927704]"
O=C(O)C1=CN(C2=CC=3OCOC3C=C2C1=O)CC,"[118.0639 130.0644 133.0274 146.0602 148.0385 158.0232 158.0591 159.0632
 160.0387 161.0423 172.0383 173.0463 176.0329 176.0703 186.0187 186.0542
 187.0264 187.0618 188.0338 188.0713 200.0697 201.0428 202.03   214.0129
 215.0214 216.0292 216.066  217.0331 229.0379 233.0315 234.0397 244.0606
 245.0644 262.0712 263.0746]","[  9.512894  27.793696   7.507163  12.722063  35.358166  16.504298
  36.790831   8.939828 100.         6.017192  42.17765   22.922636
   7.73639    8.424069   8.137536   9.971347  10.888252   7.507163
  34.097421  16.905444  18.911175   9.570201   6.303725  22.52149
  39.426934  59.255014  26.246418   8.022923  13.696275  15.30086
  83.839542  76.275072   9.91404   99.140401  12.492837]"
O=C(O)C1=CN(C2=CC=3OCOC3C=C2C1=O)CC,"[118.0644 121.0283 130.0284 130.065  132.0449 133.0281 142.0663 146.0593
 148.0384 158.0237 158.0595 159.0304 159.0649 160.039  161.0427 172.0387
 173.0459 176.0342 176.0698 186.0181 187.0257 187.0606 188.0332 214.0142
 215.0205 216.0285 216.0667 229.037  233.0313 234.0401 244.0604 262.0707]","[  4.846527   4.927302   6.583199  29.806139   3.877221  15.993538
   3.271405   4.483037  17.285945  16.962843  12.399031   4.442649
   3.877221 100.         8.319871  36.672052  22.536349   3.917609
   3.109855  17.73021   10.339257   6.098546  15.831987  25.444265
  13.691438  12.843296   3.069467   3.55412    9.329564  16.720517
   4.725363   6.098546]"
O=C(O)C1=CN(C2=CC=C(F)C=C2)C3=CC(=C(F)C=C3C1=O)N4CCNCC4,"[270.0985 285.0864 292.1264 299.1014 300.1035 322.137  340.1285 342.1439
 343.1474 348.1174 366.1276 367.1299 368.123  369.1239 386.1346 387.1373
 388.1389]","[  0.583665   0.848606   0.639442   8.071713   1.665339   1.061753
   0.603586   8.326693   1.982072   0.772908   3.47012    0.936255
   9.252988   2.619522 100.        28.768924   3.163347]"
O=C(O)C1=CN(C2=CC=C(F)C=C2)C3=CC(=C(F)C=C3C1=O)N4CCNCC4,"[171.0911 189.0822 270.0957 273.0837 285.0866 291.1153 292.0903 292.1281
 299.0991 300.1027 312.1299 320.0852 320.1212 338.0915 340.123  348.1152
 366.1263 367.1293 368.1202 369.124  386.1313 387.1361]","[  1.531394   4.185809   5.053599   1.293177   2.126936   1.276161
   1.752595   2.926663   6.482899   2.263059   2.024843   3.130849
   2.82457    3.35205    1.973796   5.649141  12.489365   3.794453
  27.599115   5.496001 100.        19.686915]"
O=C(O)C1=CN(C2=CC=C(F)C=C2)C3=CC(=C(F)C=C3C1=O)N4CCNCC4,"[169.0746 171.0917 174.0577 189.0824 190.086  227.0532 228.0642 238.0914
 244.0837 249.0831 255.0735 256.0569 256.0789 257.0878 263.0875 264.0988
 265.1151 269.0902 270.0963 273.0832 274.0862 277.1007 283.0669 292.0898
 292.1236 293.1078 299.0988 312.1338 320.0847 320.122  325.0797 329.0722
 338.0939 339.0974 348.1148 366.1272 367.1281 368.1215 369.1243 386.132
 387.1348]","[  6.27451   23.686275  16.54902   44.313725   9.882353   8.
   6.352941   6.431373   6.039216   6.745098  29.72549    7.45098
  13.176471   8.54902    6.196078   9.882353   8.078431  12.392157
 100.        20.         6.352941   7.294118   6.352941  23.294118
  27.843137   6.980392  22.431373   7.372549  17.960784  17.882353
   6.509804   8.078431  26.588235   8.313725  19.058824  30.980392
  11.607843  24.156863   9.254902  97.490196  25.647059]"
O=C(O)C1=C(CSC2=NN=C(S2)C)CSC3N1C(=O)C3N=C(O)CN4N=NN=C4,"[132.9887 156.0125 157.0179 158.0077 178.0453 295.0627 323.0587 324.0605
 455.041  456.0445 457.0369]","[  3.496503  11.512877   1.313321   1.330377   1.432714   7.436466
 100.        16.578543  50.639604  10.881801   7.982262]"
O=C(O)C1=C(CSC2=NN=C(S2)C)CSC3N1C(=O)C3N=C(O)CN4N=NN=C4,"[124.0223 124.0514 126.0391 128.0296 132.9892 139.033  140.0452 141.0489
 151.0336 152.017  153.0501 154.052  156.0124 157.0179 162.0692 162.0892
 163.0332 166.0447 167.0297 168.0128 168.0537 178.0447 179.0268 180.0595
 184.0183 190.0871 195.0242 195.0715 206.0399 208.0573 221.0467 223.0667
 239.0601 252.0467 295.0632 296.0654 323.0588 325.0567]","[  4.697712   3.390523   3.145425   4.656863  18.504902   6.045752
   3.553922   3.472222   4.656863   9.681373  30.923203   3.267974
 100.         7.965686   4.248366   4.166667   3.921569  17.361111
   3.267974   4.575163   3.349673  15.114379   4.289216   5.269608
   3.513072   3.513072   4.330065   4.575163  13.684641   3.349673
   3.104575  10.784314   3.431373  22.671569  83.047386  10.947712
  89.705882   5.473856]"
O=C(O)C1=C(CSC2=NN=C(S2)C)CSC3N1C(=O)C3N=C(O)CN4N=NN=C4,"[119.0614 120.0692 124.0229 124.051  125.0267 126.0015 126.0382 128.0284
 132.0566 132.9899 136.0221 139.0342 140.0171 141.0497 144.011  147.0795
 151.0335 152.0187 153.0492 154.0519 155.0457 156.0127 157.0191 157.0304
 158.0292 161.084  162.0679 162.0905 163.0336 166.0447 167.0298 167.0448
 168.0124 168.0387 178.045  179.0282 179.0461 180.06   181.0459 189.0803
 190.086  192.0251 193.0553 194.0407 195.0243 195.0724 196.0561 197.0387
 206.0389 207.0249 208.0545 210.0344 221.0513 223.0682 225.0402 252.0452
 253.0458 267.0564 295.0616 296.0697 323.0592]","[  8.921065   7.099486  22.09248    9.995329   3.970107   7.099486
   4.764129   8.080336   3.970107  27.650631   3.689865  25.969173
   5.931808  14.479215   4.156936   3.503036  18.355908   8.921065
  62.914526   6.772536   3.9234   100.        12.470808  10.695936
   4.997665   7.706679  10.368986   4.297057   5.044372  49.229332
  10.135451   5.277908   6.398879   3.549743  25.268566  12.704344
   3.829986  11.163008   4.530593   7.192901   5.2312     4.016815
   5.698272   4.624007   8.687529   7.800093   3.736572   5.2312
  11.303129   5.651565   6.679122   9.107894   6.725829  10.135451
   3.643157  30.826716   3.9234     5.744979  21.952359   4.343765
   5.744979]"
O=C(O)C1=C(CSC2=NN=C(S2)C)CSC3N1C(=O)C3N=C(O)CN4N=NN=C4,"[119.0619 120.0697 124.0223 127.0224 128.0289 132.9897 134.0731 139.0337
 140.0385 141.0491 151.0335 152.0187 152.0338 153.0495 154.0539 156.0125
 157.0208 157.0322 158.0283 161.0837 162.0924 163.032  166.0451 167.0319
 168.0122 178.0447 179.029  180.0602 182.0408 193.0556 195.0251 197.0416
 208.0577 210.0354 252.0447]","[ 20.971473  19.275251  44.564379   7.324595  16.962221  47.031611
   6.399383  50.73246    7.787201  12.181958  36.545875   9.483423
   7.170393  56.515035   6.16808  100.        12.952968  11.102544
  10.408635  14.417887  10.02313    7.016191  48.959136   6.013878
   7.555898  25.520432   8.789514  13.87818    7.324595   6.861989
  10.254433   6.476484   9.329221   6.245181  11.488049]"
O=C(O)C1=C(CSC2=NN=C(S2)C)CSC3N1C(=O)C3N=C(O)CN4N=NN=C4,"[119.0619 120.0695 122.0067 124.0224 125.0263 126.0378 127.0211 128.0287
 132.057  132.9898 133.0651 134.0741 134.9864 139.0338 140.0378 141.0483
 151.0342 152.018  153.0499 156.0131 157.0229 161.0834 162.0891 166.0452
 168.0149 178.0458 180.0595]","[ 31.228861  27.170237  14.092446  47.125141   9.695603   9.470124
  19.616685  24.464487  10.372041 100.         9.357384  12.626832
  17.700113  69.898534   9.808343  16.910936  43.968433  11.612176
  34.723788  96.730552   8.793687  15.219842  13.19053   26.832018
  10.259301  26.38106    9.582864]"
O=C(O)C1=C(C)CSC2N1C(=O)C2N=C(O)C(N)C=3C=CC=CC3,"[ 60.0543  68.0489 106.0663 114.0015 118.039  118.0653 121.0117 134.059
 140.0169 140.035  146.0596 150.0378 158.0278 159.0305 160.0232 162.0383
 164.0536 174.0556 175.0587 178.0316 186.0477 190.0312 191.0408 192.0481
 193.0521 242.0668 257.0884 303.0782]","[  2.723364   6.665074  11.657907   5.685619   2.460583   8.146202
   2.102246   2.460583   6.736742   4.945055   6.450072   5.996178
 100.         6.712852   4.753942   2.245581   5.972289  56.163402
   9.364548   6.450072   4.419494   2.293359   6.641185  19.20688
   2.580029   1.887243   2.006689   1.839465]"
O=C(O)C1=C(CSC2=NN=NN2C)CSC3N1C(=O)C3N=C(O)C(N=C(O)N4C(=O)C(=O)N(CC)CC4)C5=CC=C(O)C=C5,[530.14   646.1558],[100.        47.947761]
O=C(O)C1=C(CSC2=NN=NN2C)CSC3N1C(=O)C3N=C(O)C(N=C(O)N4C(=O)C(=O)N(CC)CC4)C5=CC=C(O)C=C5,"[143.0829 186.0892 290.1169 318.1142 345.0549 360.0703 375.1344 530.1429
 531.1385]","[100.        51.685393  67.977528  32.397004  15.168539  16.479401
  15.917603  91.7603    28.277154]"
O=C(O)C1=C(CSC2=NN=NN2C)CSC3N1C(=O)C3N=C(O)C(N=C(O)N4C(=O)C(=O)N(CC)CC4)C5=CC=C(O)C=C5,"[143.0827 144.0882 148.0391 156.0126 158.0276 186.0891 290.1168 345.1208
 360.0702]","[100.         8.474576   9.870389  12.961117  11.1665    18.94317
  65.104686   7.477567  13.659023]"
O=C(O)C1=C(CSC2=NN=NN2C)CSC3N1C(=O)C3N=C(O)C(N=C(O)N4C(=O)C(=O)N(CC)CC4)C5=CC=C(O)C=C5,[143.0829 148.0405 156.0141 290.1161 360.0674],[100.        29.420849   8.571429  18.069498  10.11583 ]
O=C(O)C1=C(CSC2=NN=NN2C)CSC3N1C(=O)C3N=C(O)C(N=C(O)N4C(=O)C(=O)N(CC)CC4)C5=CC=C(O)C=C5,[143.0825 144.0845 148.0413 149.0432],[100.        10.140637  43.375278   5.995559]
O=C(O)C1=C(CSC(=O)C=2OC=CC2)CSC3N1C(=O)C3N=C(O)C(=NOC)C4=CSC(=N)N4,"[112.0401 125.0042 126.0119 127.0204 139.0313 140.0172 140.9998 144.0227
 152.016  156.023  166.0312 167.0278 168.0116 171.9889 174.0336 179.0004
 181.0177 182.0246 183.0334 197.0503 199.9946 201.0453 202.0277 208.9939
 209.0136 210.0207 211.0207 211.9941 213.0474 225.0454 225.9949 226.0023
 227.0062 241.0403 242.0423 243.0406 244.0671 253.992  257.0185 258.0239
 259.0138 277.0228 278.0256 284.0051 285.0122 286.012  293.0397 324.0592
 368.0487 524.0387 526.0429]","[  5.405405  20.27027   53.918919  11.283784   8.648649  11.959459
  10.27027   10.405405   6.013514  51.756757  28.310811  56.891892
   5.27027    7.567568   8.243243   5.608108   9.72973   10.945946
   8.783784  47.5        7.297297   7.635135   8.310811   5.337838
  27.77027   69.864865  38.783784   9.121622   7.837838   7.297297
   6.351351  11.081081  30.878378 100.        15.         6.081081
   6.081081   5.608108  22.837838   7.905405   5.405405  10.608108
   5.202703  17.027027  43.986486   6.689189   8.108108  19.121622
   6.621622  10.810811   6.148649]"
O=C1OC(CC)C(O)(C)C(O)C(N(C)CC(C)CC(O)(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)C(OC3OC(C)C(O)C(OC)(C)C3)C1C)C,"[ 55.0541  72.0803  83.049   84.0522  98.0956 115.0753 116.0709 116.1071
 117.1109 127.0748 158.118  159.1207 176.128  186.149  398.2924 399.2949
 416.3002 417.3052 434.3143 435.3177 457.3281 573.4153 574.4194 575.4232
 591.4265 592.4284 593.4292 594.4396 731.5072 731.5249 749.523  750.5253
 751.5286 752.5326]","[  1.258343   3.20604   15.652697   2.035234   0.897254   1.635846
   1.86016   17.408907   1.29117    3.660138  69.455083   5.717256
   0.67294    2.965313   5.509356   0.935551   2.768355   0.67294
   8.392603   2.604224   0.875369  20.379691   7.933034   1.296641
 100.        30.862239   7.260094   0.908196   0.519751   0.749535
  73.908524  32.437903   6.784112   1.105154]"
